user_id,text,business_id,likes,date
ulQ8Nyj7jCUR8M83SUMoRQ,Brisket sandwich not bad but ask for extra napkins it was quite messy and if you like the taste of bbq ask for extra sauce  on the side...burger a little over cooked...nice restaurant  was very clean,c5NHHW0sNm7eaQBwvQJkkw,0,2015-10-28
ulQ8Nyj7jCUR8M83SUMoRQ,Double wide does offer free charging stations for phones,zJwm3DThV4WUIkyNv68Ahw,0,2016-02-11
ulQ8Nyj7jCUR8M83SUMoRQ,It's best to make a reservation in advance especially on weekends.,ofXtrtsaKzPpVXFa8fHgiw,0,2018-06-30
TvkqJ8YEIsTb16RnnrNyfQ,Black Angus and the Roast beef :),JzB7NITHQ7gVHGVZ1ntgIQ,0,2012-12-03
TvkqJ8YEIsTb16RnnrNyfQ,"Expensive, but convenient for hotel stays",h14GmWZ8rXum9fXF__wt3w,0,2012-12-02
TvkqJ8YEIsTb16RnnrNyfQ,"It's a beautiful day to fly in North Carolina. And now, let's see if we can find us some sweet tea",yQab5dxZzgBLTEHCw9V7_w,0,2012-01-18
TvkqJ8YEIsTb16RnnrNyfQ,"Cloudy, a bit rainy, but it should be a great day to fly nonetheless",yQab5dxZzgBLTEHCw9V7_w,0,2012-01-20
TvkqJ8YEIsTb16RnnrNyfQ,Connecting here on way to Philadelphia...finally.,yQab5dxZzgBLTEHCw9V7_w,0,2012-03-31
TvkqJ8YEIsTb16RnnrNyfQ,Hot here too. Dang!,yQab5dxZzgBLTEHCw9V7_w,0,2012-06-20
TvkqJ8YEIsTb16RnnrNyfQ,My gold service rate was going to be $100. My AAA is $60! Ask for it,yQab5dxZzgBLTEHCw9V7_w,0,2012-11-12
TvkqJ8YEIsTb16RnnrNyfQ,"For Gold members Hertz has a new ""concierge"" service. A guy follows u to ur car to make sure u like it...but they also try 2 sell u upgrade",3pQ4KSnOX9Y2IEMJvGFxUg,0,2012-01-18
TvkqJ8YEIsTb16RnnrNyfQ,Negotiated the upgrades. You just might get a good deal,3pQ4KSnOX9Y2IEMJvGFxUg,0,2012-10-09
TvkqJ8YEIsTb16RnnrNyfQ,Carfirmations is where it's at,3pQ4KSnOX9Y2IEMJvGFxUg,0,2012-11-14
TvkqJ8YEIsTb16RnnrNyfQ,"Finally, found some churros. Four types here. It should be great!",xFN8mRubo3G0oIzJwc8XBA,0,2012-03-28
TvkqJ8YEIsTb16RnnrNyfQ,Smooth on time arrival at noonish. Reported Temperature 78F. It should be alright :) - by bechego,JmI9nslLD7KZqRr__Bg6NQ,0,2012-03-27
TvkqJ8YEIsTb16RnnrNyfQ,Rental Facility shuttle service for terminal 4 STUNK today...and the airport wasn't even busy! Fail!,JmI9nslLD7KZqRr__Bg6NQ,0,2012-03-29
TvkqJ8YEIsTb16RnnrNyfQ,Good overall. Not too expensive and great location near highway entrance...easy on easy off. Good service.,-VruCC0mPOyZXW1MfQLkQA,0,2012-03-29
TvkqJ8YEIsTb16RnnrNyfQ,"While the drive-thru at this (and many other) McDonald's gets an F fail, the dine-in service gets a B. McRib and fries were served HOT!",MSnWYdS0w5m9JLcr1wHO4w,0,2011-11-12
TvkqJ8YEIsTb16RnnrNyfQ,On time today,bp5ARRJu3_8CBsAS4tOWhA,0,2012-03-27
TvkqJ8YEIsTb16RnnrNyfQ,Delayed flight to Houston today over one hour,bp5ARRJu3_8CBsAS4tOWhA,0,2012-03-29
TvkqJ8YEIsTb16RnnrNyfQ,Vast choice today.,kamKFAkLzH-mXx5QmvCefg,0,2012-03-27
TvkqJ8YEIsTb16RnnrNyfQ,closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed closed,Xmndl6GoZg8taEUlwQMYxg,0,2012-03-28
TvkqJ8YEIsTb16RnnrNyfQ,Try one of the Bento Box options,eZDXz_RylvdD0tHEA8I0NA,0,2012-10-09
TvkqJ8YEIsTb16RnnrNyfQ,Great clay jar pork!,xTNtyQsPdunuGAIcn69J8Q,0,2011-05-13
TvkqJ8YEIsTb16RnnrNyfQ,"Great food, mediocre friendliness/service",xTNtyQsPdunuGAIcn69J8Q,0,2011-03-30
TvkqJ8YEIsTb16RnnrNyfQ,USAir check-in desk agent Nancy E. is the sadest poor customer service provider I experienced this week. She doesn't want to be there. #Fail,u7CxxEzx8hvjoJ8onN4zTg,0,2011-05-20
TvkqJ8YEIsTb16RnnrNyfQ,Great weather for eating outdoors. Good service.,1CqDdPrrb0xvQpgu7fhI5w,0,2012-03-27
TvkqJ8YEIsTb16RnnrNyfQ,Good service. Good concierge lounge with good dessert at night. Good location.,Os2gtbn-gTJXz0lKge6VDg,0,2012-01-20
TvkqJ8YEIsTb16RnnrNyfQ,Just an overnight for work. The lounge and top management are great. Recommended!,Os2gtbn-gTJXz0lKge6VDg,0,2012-06-21
TvkqJ8YEIsTb16RnnrNyfQ,The marketing lady is out handing out gifts and coupons today. Nice lady and great service again!,GtioOu-ZcwVJUhTgox4lsA,0,2012-01-20
TvkqJ8YEIsTb16RnnrNyfQ,Ask for free refills!,GtioOu-ZcwVJUhTgox4lsA,0,2012-01-19
TvkqJ8YEIsTb16RnnrNyfQ,The fried banana dessert is good,_AKdBFzkl7GY-daxUCCbVA,0,2012-09-02
TvkqJ8YEIsTb16RnnrNyfQ,"The service provided by some here is truly exemplary @marriottintl, especially Gabriella who works in the dining area. #Recommended",N_IytPmdrTc9yn3tWPFtQg,0,2012-12-05
TvkqJ8YEIsTb16RnnrNyfQ,It is a great day to fly. Different:There's a bathroom attendant in men's bathroom in terminal C,Lyq7ULam8T-ZddYLHq4DqA,0,2011-09-29
TvkqJ8YEIsTb16RnnrNyfQ,"The place to go after work, but, it ain't cheap",QFPS9JBNdOOHVP0C3pSslw,0,2012-08-22
TvkqJ8YEIsTb16RnnrNyfQ,"I didn't eat here, but they were nice enough to tell me where to find tacos de lengua y churros. Look at my next post to find out where :)",HWjqW5ZFJ8eZRQuHcpySQA,0,2012-03-28
TvkqJ8YEIsTb16RnnrNyfQ,"Good food, but it took too long to get the food. Recommended!",3x45Q9c5G6VBicedNKrXxQ,0,2012-03-29
lJ2rbcLTtIVKW2WzC0hhLg,Noisy but should be fun,JzB7NITHQ7gVHGVZ1ntgIQ,0,2013-01-29
lJ2rbcLTtIVKW2WzC0hhLg,Noisy,cGQKUOAZm_VHcQOJWbatog,0,2012-12-23
lJ2rbcLTtIVKW2WzC0hhLg,Tables almost completely full of people with laptops,VaQhUU3P4Z5A3oYPsEMbkw,0,2013-07-22
lJ2rbcLTtIVKW2WzC0hhLg,Greek Easter egg dye!,EnJS6OeeknzOjVUX6RYwlQ,0,2013-03-11
lJ2rbcLTtIVKW2WzC0hhLg,Brunch until 2:30 Saturday and subsay,azE1DNVQFBU8boVbaJhj7w,0,2013-04-27
lJ2rbcLTtIVKW2WzC0hhLg,They've closed this location and consolidated to their other.,v50-nvBCZNf7nCNbyUlQLw,0,2013-10-18
lJ2rbcLTtIVKW2WzC0hhLg,Getting lots of little yummy things!,iT9KMTR8NqYwSCW-zMUOxw,0,2013-01-25
lJ2rbcLTtIVKW2WzC0hhLg,Lunch menu ends at 3 p. m.,iT9KMTR8NqYwSCW-zMUOxw,0,2013-10-18
lJ2rbcLTtIVKW2WzC0hhLg,Salted caramel macaroons! Espresso macaroons!,-igpUhnA1b5iUK6rfAtuPw,0,2014-07-02
lJ2rbcLTtIVKW2WzC0hhLg,Narrow aisles and books on the floor render the store inaccessible to many. There is also a staircase to the lower level.,fQJ0JhjEoSZPts839cYEaA,0,2018-06-03
lJ2rbcLTtIVKW2WzC0hhLg,Fancy bar with food. Bar dominates first impression.,mRZCTkOgDc28VWYMvo3nVQ,0,2013-01-30
lJ2rbcLTtIVKW2WzC0hhLg,"Indie, good service, good selection.",ZeLSZRm_l0Aw7idB3_fKbA,0,2013-07-24
lJ2rbcLTtIVKW2WzC0hhLg,Is two at a time just right or are we too greedy?,1cGyzWtfOoDiE8V0OR85yA,0,2013-02-17
lJ2rbcLTtIVKW2WzC0hhLg,"Be nice to them, they'll treat you right.",1cGyzWtfOoDiE8V0OR85yA,0,2014-02-15
lJ2rbcLTtIVKW2WzC0hhLg,Trust the system.,1cGyzWtfOoDiE8V0OR85yA,0,2018-05-20
lJ2rbcLTtIVKW2WzC0hhLg,They should be paying me to watch these ads.,RxNPIAim-2fIw43IilR62g,0,2012-12-23
lJ2rbcLTtIVKW2WzC0hhLg,"Felt a mite hipstery, but I was treated well and served great coffee and pastry.",2M8HhQRsKqETmxo8YhtVGQ,0,2013-01-25
lJ2rbcLTtIVKW2WzC0hhLg,"Blawnox, not Aspinwall",cKDql3YTCVyh2ljA21yE2A,0,2013-01-24
lJ2rbcLTtIVKW2WzC0hhLg,"Address is incorrect. Location is 405 Freeport Road, Blawnox.",cKDql3YTCVyh2ljA21yE2A,0,2013-01-29
lJ2rbcLTtIVKW2WzC0hhLg,Salted caramel latte and amazing brownies!,cKDql3YTCVyh2ljA21yE2A,0,2013-01-30
lJ2rbcLTtIVKW2WzC0hhLg,Good customer service,2uDJ3Vd1E_49QMNuSQYpyQ,0,2014-04-08
lJ2rbcLTtIVKW2WzC0hhLg,Friendly owner,BIN_lwo-4Y441qdDljtdlw,0,2013-10-18
lJ2rbcLTtIVKW2WzC0hhLg,"Hippie-themed, but geared to comfort for suburban people",BIN_lwo-4Y441qdDljtdlw,0,2018-06-13
lJ2rbcLTtIVKW2WzC0hhLg,Knorks!,Fozo0B-y42EhRMomR0K5vQ,0,2013-10-20
lJ2rbcLTtIVKW2WzC0hhLg,Very nice!,GAmd3nHx5TInVN26PLZj7g,0,2012-12-23
lJ2rbcLTtIVKW2WzC0hhLg,Good garlic knots,cJREFoHP-dAYmwDzfWOHbA,0,2013-07-20
lJ2rbcLTtIVKW2WzC0hhLg,Wings and a slice: wings come out far later than the slice. Maybe asking to have them arrive together would work.,cJREFoHP-dAYmwDzfWOHbA,0,2013-10-18
lJ2rbcLTtIVKW2WzC0hhLg,Look up at the ceiling!,PRsiM1hkoAIb-e7ov8SMkA,0,2013-03-11
lJ2rbcLTtIVKW2WzC0hhLg,Canned soda $1.75. I'll skip it.,7wMB3wMbOp0gq3l6nHfOaA,0,2013-07-24
o9fbX0eNRqaX0K-PmuXWnQ,"Not just comfort food, LIFE food. Yinz won't find a better sandwich joint.  The beer is cold and the crowd is loud.  Happy hour?  Four beers for ten bucks.  Where can you beat that?",JzB7NITHQ7gVHGVZ1ntgIQ,0,2013-12-23
o9fbX0eNRqaX0K-PmuXWnQ,"Small interior, but good if you go with a large group and take over the joint!  Excellent bar staff!",aj2v7_ywAYgrHLn8JXup7g,0,2013-11-09
OVpt8ITCEWyYBjn0N3CRwg,"Visiting from Florida, always our first stop even before seeing family!",JzB7NITHQ7gVHGVZ1ntgIQ,0,2014-03-19
OVpt8ITCEWyYBjn0N3CRwg,"First time stopping here on one of our trips from Florida to Pennsylvania and back.  Excellent!  Service was fast and food was great!  I know you would think this chain is good always but we have had our shares of bad locations, this one is awesome!!",3GMgxgK11TqpQq8TWh_7uA,0,2014-03-23
ObtNPACE7Cv07k9t7aM2YQ,Pgh staple.,JzB7NITHQ7gVHGVZ1ntgIQ,0,2014-04-12
ObtNPACE7Cv07k9t7aM2YQ,"It's Primanti, nuff said.",JzB7NITHQ7gVHGVZ1ntgIQ,0,2016-09-11
QGgWWhEi5R4SLAKN-xwtNQ,"Closes at midnight, not 2am.",JzB7NITHQ7gVHGVZ1ntgIQ,0,2015-07-27
QGgWWhEi5R4SLAKN-xwtNQ,They have a massage therapist on staff too,gWa8pM4i8cti9HjtUdw8yg,0,2015-06-04
QGgWWhEi5R4SLAKN-xwtNQ,"Warning to all Yelpers...never buy anything here or contract any service.  Follow this simple rule, if you ever feel pressured, trapped or scared while buying anything, DON'T BUY IT and leave immediately.  In this store, you're bound to feel all of these emotions at some point.",WsL82O6zO2gnxoaJzlUvAQ,0,2015-10-15
QGgWWhEi5R4SLAKN-xwtNQ,Recommend reservations as they can get a little busy. Also recommend the happy hour. The pork nachos are fantastic.,8nNB_yG1gzVpbqNH2EBucg,0,2014-03-05
QGgWWhEi5R4SLAKN-xwtNQ,The spicy green beans is an amazing side. Try it!,SRYM6FaIF6LuXldcC1PY8w,0,2015-05-15
QGgWWhEi5R4SLAKN-xwtNQ,Mmm... Take out! Order online and pickup on your way home!,TWkL-VHo6P-WwL8iTvqlYQ,0,2015-08-10
QGgWWhEi5R4SLAKN-xwtNQ,The salsa is delicious... Plan to eat a lot!,xUvgrDdKhcmaP6Zv0ssb6A,0,2014-03-07
QGgWWhEi5R4SLAKN-xwtNQ,Best salsa!  You'll need some to take home!,xUvgrDdKhcmaP6Zv0ssb6A,0,2015-07-25
QGgWWhEi5R4SLAKN-xwtNQ,"When you get the chicken, don't skip the wing, its the best part!",4FFhq0e4bxAG4uXqgT14jQ,0,2015-07-23
